Id,NAME,CITY,STATE,ZIP,LAT,LON,REVENUE,UTILIZATION,QUALITY_FLAG
74ab949d-17ac-3309-83a0-13b4405c66aa,Fitchburg Outpatient Clinic,Fitchburg,MA,1420,42.586487,-71.80521,0.0,2195,Valid
588f6ce6-b8db-3588-8189-29db2680a313,BOSTON HEALTH CARE FOR THE HOMELESS PROGRAM INC,JAMAICA PLAIN,MA,21302331,42.3115876,-71.09800136347226,0.0,54,Valid
faffaf6a-ee1a-3673-b0b0-421a9c249244,ACTIVATED BY WELLNESS LLC,STOUGHTON,MA,20722571,42.14415820061801,-71.10378319512402,0.0,207,Valid
17a4bae5-8b64-34d7-8144-b428be027bd0,NURSE ON CALL,SHREWSBURY,MA,15456406,42.2951095,-71.71808471110307,0.0,53,Valid
4112b8b1-59df-3255-a7ca-f42ee0a4cb2e,CAPE HERITAGE REHABILITATION & HEALTH CARE CENTER,SANDWICH,MA,25631801,41.7663294,-70.5147600346998,0.0,35,Valid
e09d4c49-c2ef-3b0f-9a46-3719d9219306,UMASS MEMORIAL HEALTHALLIANCE CLINTON HOSPITAL INC,LEOMINSTER,MA,14533290,42.54031915,-71.76312990486304,0.0,893,Valid
e76b5eb0-0c9d-3593-b5da-3c0e9a97bb96,VA Boston Healthcare System  West Roxbury Campus,West Roxbury,MA,2132,42.2793,-71.1657,0.0,1315,Valid
c241b977-4131-32e4-9957-e0a00b2a1e5f,DUFFY HEALTH CENTER,HYANNIS,MA,26013146,41.6562802,-70.27448000204822,0.0,29,Valid
ef5390b4-cba5-3d83-96db-af783a7adb43,MERRIMACK VALLEY HOSPICE INC,MALDEN,MA,21482329,42.4250964,-71.066163,0.0,3,Valid
77645e49-3f69-3d1d-bb93-dc65210e2fac,SOUTHCOAST HOSPITALS GROUP INC,FALL RIVER,MA,27205246,41.7093779,-71.1460783680883,0.0,634,Valid
6fafb5d4-ecca-37ab-8d24-53036a8cbf1e,GUARDIAN HOME HEALTH CARE  LLC,WEST BRIDGEWATER,MA,2379,42.0160806,-71.02601589317304,0.0,17,Valid
aa682136-a4df-3942-9f50-e6fcee6c0b73,SOUTHWOOD AT NORWELL NURSING CTR,NORWELL,MA,20611630,42.1647071,-70.88149077838713,0.0,28,Valid
d2284f74-b6da-3a15-9791-84cdf2db18fb,EAST FALMOUTH FAMILY PRACTICE PC,E FALMOUTH,MA,25366039,41.57853245,-70.5617374807812,0.0,130,Valid
5becf220-2978-3f33-bd38-9326947f85de,JEFFREY & SUSAN BRUDNICK CENTER FOR LIVING,PEABODY,MA,19605055,42.5141736,-70.97106354209534,0.0,52,Valid
a58ec72a-cf43-3de5-88c1-de2fbec976a5,EASTPOINTE REHAB CENTER LLC,CHELSEA,MA,21503508,42.38804035,-71.02650270378646,0.0,2,Valid
03d0392a-7361-32b3-81c9-8c8ac985be00,AMERICAN CHINESE MEDICAL CENTER PC,BROOKLINE,MA,24451922,42.33302785,-71.1193506756953,0.0,29,Valid
a418cf76-2ee3-3736-a752-29ee33e86015,COMMUNITY NURSE HOME CARE  INC.,FAIRHAVEN,MA,27193823,41.63663425,-70.90101829397507,0.0,2,Valid
2936ca90-6594-357d-be14-53fe0ab84dd1,KINGSBURY PRIMARY CARE PC,KINGSTON,MA,23641231,42.00823215,-70.72984043580247,0.0,173,Valid
e3089df2-a1db-372a-b660-30392d8c197b,PIONEER FAMILY HEALTH CARE LLC,SHARON,MA,20671229,42.13301625,-71.17263163492832,0.0,102,Valid
42d4b607-f14d-370a-818e-40965685776c,TRINITY FAMILY MEDICINE,NORTH EASTON,MA,23561034,42.0667665,-71.1036592,0.0,115,Valid
ab701a70-a658-340e-8f69-ee196a7d40c6,CAREWELL URGENT CARE CENTERS OF MA  PC,WORCESTER,MA,16071728,42.2625621,-71.8018877,0.0,232,Valid
11ba6a26-59b4-3728-a268-6dc9929962b4,COURTYARD NURSING CARE CENTER,MEDFORD,MA,21551644,42.42711615,-71.1121606632448,0.0,46,Valid
f736c0f5-6d39-3e26-8ac1-39e1fc60dfbe,COMMUNITY HEALTH PROGRAMS INC,LEE,MA,12389645,42.2816564,-73.25307843923315,0.0,307,Valid
af2d050e-91a7-3acb-8b27-0bf6a259645e,GARDNER FAMILY MEDICINE INC,GARDNER,MA,14402614,42.5760669,-71.9934081,0.0,107,Valid
71472d9b-aa5c-3b49-a5c3-d0eee8859015,BOURNE FAMILY MEDICINE PC,BOURNE,MA,25328305,41.7281115,-70.5861571324252,0.0,237,Valid
8a2e2731-3240-39d1-b4f0-cad14200937d,MORTON HOSPITAL  A STEWARD FAMILY HOSPITAL  INC.,TAUNTON,MA,27802465,41.9062805,-71.09518121351795,0.0,187,Valid
bee866be-d41f-3259-97b2-0e10331c6c16,WINGATE AT NEEDHAM  INC.,NEEDHAM,MA,24942205,42.3008731,-71.22988027903574,0.0,2,Valid
88e28a1c-aad9-36d0-832b-b579ecb95c3d,LEOMINSTER COMUNITY HEALTH CENTER,LEOMINSTER,MA,14535768,42.5253035,-71.7584413,0.0,154,Valid
bd6cec50-10de-3696-940b-4022618764ab,40 MARTIN STREET OPERATOR LLC,MELROSE,MA,21763607,42.457050550000005,-71.07494593157304,0.0,2,Valid
52ecddd8-42f6-35cc-88a5-cf474c02fb49,LIFE CARE CENTER OF PLYMOUTH,PLYMOUTH,MA,23602130,41.93725,-70.65503160208334,0.0,3,Valid
65450d34-6d61-3601-b325-9d471587b016,MEDICAL HEALTHCARE SPECIALISTS P.C.,CHELMSFORD,MA,18241731,42.62439345,-71.35881000636567,0.0,99,Valid
05bcaa3e-aa5d-3b03-ba26-7e4d2e083681,ONE LOVE LANE OPERATOR LLC,SOUTH DENNIS,MA,26603445,41.6990848,-70.13271830347861,0.0,2,Valid
2b376b69-72ac-3d68-aceb-018e82b8fc8f,PARK PLACE REHABILITATION & SKILLED CARE CENTER,HYDE PARK,MA,21363021,42.26077065,-71.1187885119897,0.0,1,Valid
75f0d4cd-dbbb-3037-b6ad-2e99665728c7,HIGUCHI MEDICAL CARE  PLLC,BOSTON,MA,21091402,42.3624395,-71.05377386223965,0.0,52,Valid
fa564970-fde4-332c-91d9-c0747b032d3e,RIVERBEND OF SOUTH NATICK,NATICK,MA,17606049,42.2731232,-71.3105334275248,0.0,13,Valid
babdf8a0-20ba-39e9-8e07-de3394e4f677,NWB CORPORATION,NEWBURYPORT,MA,19503540,42.809757,-70.89152,0.0,2,Valid
39104cad-5228-3e07-9b3e-3ad736b33d5d,GREATER BOSTON WELLNESS PRIMARY CARE PC,DEDHAM,MA,20261881,42.22214545274341,-71.18159060546684,0.0,46,Valid
1311c44a-85cb-3aea-a143-e5d7892ced8b,GROVE HILL MEDICAL CENTER PC,SPRINGFIELD,MA,11071139,42.091896,-72.559437,0.0,171,Valid
4bf8af75-4da2-331d-b94e-9975a887face,NANTUCKET COTTAGE HOSPITAL,NANTUCKET,MA,25542799,41.27514065,-70.10108985970798,0.0,179,Valid
667b46fe-0afa-3f70-a311-bbe3d52db050,URGENT CARE CENTERS OF CENTRAL MASSACHUSETTS LLC,WORCESTER,MA,16071728,42.231371,-72.165386,0.0,65,Valid
0ff7cb48-0c93-31cf-9442-0b034084d588,MERCURY OPERATOR LLC,BROCKTON,MA,23023302,42.0835203,-70.98856021035954,0.0,6,Valid
a4af40b8-0ddb-34bb-ae4a-95a17e9ad6f3,COMPASSIONATE CARE HOSPICE OF SOUTHEASTERN MASS LL,TAUNTON,MA,27807340,41.94893085,-71.14141318475193,0.0,50,Valid
009f87f0-4bb6-350c-ba41-0b3235a7ca43,STONE INSTITUTE AND NEWTON HOME FOR AGED PEOPLE,NEWTON UPPER FALLS,MA,24641201,42.3134306,-71.2206105,0.0,1,Valid
9a9bf61e-44d3-32fd-a027-7138369b1716,ANCHOR MEDICAL GROUP AND WELLNESS CENTER PC,WEYMOUTH,MA,21882519,42.2212188,-70.9391625,0.0,77,Valid
775df862-d2d1-3a68-9814-043f6aa6ea66,JEWISH NURSING HOME OF WESTERN MASS.  INC.,LONGMEADOW,MA,11061719,42.0639853,-72.5521444,0.0,1,Valid
fe675917-7b09-3afd-a6e6-128cc4de4734,INTERNATIONAL HEALTH SOLUTIONS,BRIGHTON,MA,21357652,42.345093,-71.139804,0.0,30,Valid
bdc3ee76-9cf3-316d-b202-a8da1ea3fa20,KINDRED HOSPICE,AUBURNDALE,MA,24661370,42.35853505,-71.24125521214887,0.0,53,Valid
5d4da50c-8593-304f-b266-57d8f7d634a2,WELLMAN HEALTHCARE GROUP INC,PALMER,MA,10691428,42.1686346,-72.33353526811578,0.0,2,Valid
7f08f09e-c5f7-38cd-83ba-ddafedd88a13,VERO HEALTH XVII  LLC,REVERE,MA,21511114,42.43833805,-71.01730877599738,0.0,3,Valid
cee48694-b526-344a-b87c-42abe3e6f643,VISITING NURSE ASSOCIATION OF CAPE COD  INC.,HYANNIS,MA,26011854,41.6772926,-70.29842983396861,0.0,79,Valid
8f0ec876-22d3-3986-892e-4c2052d0fffa,FITCHBURG REHABILITATION AND NURSING CENTER LLC,FITCHBURG,MA,14205761,42.57835885,-71.78584786190521,0.0,1,Valid
643eac8e-1620-3b6a-b9f3-664b003d22cd,GIFFORD STREET WELLNESS CENTER LLC,NEW BEDFORD,MA,27442610,41.6177929,-70.91890087055067,0.0,238,Valid
8e3ca57f-6f74-3d61-9803-ab1424290216,ACADEMY MANOR,ANDOVER,MA,18102036,42.6551409,-71.12857340697036,0.0,30,Valid
5fcff9db-16e4-3e56-aa78-abbc16338097,THE LOWELL GENERAL HOSPITAL,WESTFORD,MA,18863513,42.5792583,-71.4378411,0.0,812,Valid
fa09396a-2926-3b21-ad0c-9f6cabbce0eb,WOONSOCKET URGENT CARE PC,NORWOOD,MA,20625061,42.1714075,-71.1951186,0.0,14,Valid
40c01d75-1542-3e0b-8e5f-78d3031beba1,PIONEER MEDICAL CENTER,SALEM,MA,19704267,42.485927,-70.900301,0.0,98,Valid
8fed5af6-8e61-33f5-9835-e5d3ac5fdd4a,THE NORTHEAST HEALTH GROUP  INC,CHICOPEE,MA,10132141,42.1813162,-72.61495050899758,0.0,2,Valid
84abfbd5-41c1-3df4-9b31-7ca93cb2309a,SKIN WELLNESS PHYSICIANS LLC,BEVERLY,MA,19151790,42.56415055,-70.8751357650672,0.0,68,Valid
1ddd51d1-7297-3c3b-bad5-98aecd5e4a79,BAYADA HOME HEALTH CARE  INC,BURLINGTON,MA,18033735,42.50188325,-71.19559351572005,0.0,23,Valid
4cb90b5f-734d-322f-a2f2-776824e1ce35,SPECTRUM HOME HEALTH AND HOSPICE CARE,LONGMEADOW,MA,11061719,42.0639853,-72.5521444,0.0,11,Valid
93c3d861-e05d-33b9-91eb-1768470229d7,PAIN AND WELLNESS CENTER,PEABODY,MA,19607938,42.5261827,-70.9529896,0.0,138,Valid
2e1eaaf1-ebb0-332c-8921-f48e15b91879,ALLIANCE HEALTH AT MARINA BAY,QUINCY,MA,21711599,42.29287335,-71.03019020136307,0.0,71,Valid
c272e12f-e154-3fee-b05d-b7c0cab2657d,STEWARD NORWOOD HOSPITAL INC,NORWOOD,MA,20623487,42.1886973,-71.2005241,0.0,824,Valid
ca1c0a76-f601-3a1c-a448-689cd3d56bb1,PILGRIM REHABILITATION & SKILLED NURSING CENTER,PEABODY,MA,19603907,42.52846935,-70.95557442492182,0.0,68,Valid
b66db758-a205-3227-9cfb-bf19d2c1962d,ART OF CARE INC,ALLSTON,MA,21342702,42.35241825,-71.13220132573996,0.0,28,Valid
b99b7849-2b53-33fb-8ce2-e3a95f17ae51,DIVINE HEALTH LLC,MARLBOROUGH,MA,17523761,42.355106,-71.47654,0.0,4,Valid
f6a306cf-7bd6-35f4-a6b7-2d07d273914c,APPLE MEDICAL CLINIC MA INC,FRAMINGHAM,MA,17026280,42.27595495,-71.42631150114194,0.0,122,Valid
f549a720-814b-3dc6-ae77-6376a22564ee,J & B PARTNERSHIP LLP,NORTH FALMOUTH,MA,2556,41.6459404,-70.6183639,0.0,7,Valid
32fcdfba-8c93-30f4-b15b-dd3b65c29deb,ELAINE CENTER AT HADLEY,HADLEY,MA,10359715,42.3615107,-72.55261320852942,0.0,120,Valid
0ddb0329-b59d-3187-874c-602c649249c8,BAYSTATE NOBLE HOSPITAL CORPORATION,WESTFIELD,MA,10853678,42.1178811,-72.75935246865802,0.0,236,Valid
1e3ca321-fbbb-3546-b9ea-c3761a20324a,Worcester Outpatient Clinic,Worcester,MA,1605,42.297756,-71.766815,0.0,7,Valid
764bf964-6ab7-30eb-885b-3d713ca43265,OUTER  CAPE HEALTH SERVICES,WELLFLEET,MA,26677402,41.936423,-70.021074,0.0,20,Valid
2cf06ddc-4c55-3c91-98f1-fb0188079c27,MILFORD CENTER,MILFORD,MA,17572900,42.14682295,-71.50153080894427,0.0,6,Valid
02c936e2-3aee-38b2-88a4-81f3689b7bb7,BENJAMIN HEALTHCARE CENTER,BOSTON,MA,21203320,42.3276141,-71.1051603,0.0,11,Valid
5f7663da-4b19-3629-b8f2-fb07d75421d9,ESSEX COUNTY PRIMARY CARE,SOUTH HAMILTON,MA,19821808,42.61322825,-70.87300675048934,0.0,84,Valid
609ec9f1-e806-3427-b912-9e3b2915521d,HOLYOKE VISITING NURSE ASSOC,HOLYOKE,MA,10406604,42.20105435,-72.628169560868,0.0,38,Valid
5fa5e611-be3d-3ebb-8f71-124325f6005f,LEAP INTO WELLNESS LLC,EAST SANDWICH,MA,25371438,41.742172,-70.45251,0.0,53,Valid
bff65303-97b4-3841-950a-1c9e9e735de0,SOUTHPOINTE REHAB CENTER LLC,FALL RIVER,MA,27212202,41.6737661,-71.16934217317342,0.0,1,Valid
bb3d48eb-0c30-34f4-8950-790fc984741b,SOUTH END COMMUNITY HEALTH CENTER INC,BOSTON,MA,21181951,42.3381394,-71.0748562,0.0,28,Valid
bf556284-7513-3620-a10e-5393183a9a87,STEWARD ST. ANNES HOSPITAL CORPORATION,FALL RIVER,MA,27211733,41.6924092,-71.16345107025307,0.0,285,Valid
9fd71acd-3535-353d-975f-ed7dbf5f9961,CORNERSTONE FAMILY MEDICINE  INC.,GARDNER,MA,1440,42.586896550000006,-71.98672640006858,0.0,90,Valid
e93b27a8-6507-3595-84a5-f899ce23a72d,HOLY FAMILY MEDICAL SPECIALTY PRACTICE PLLC,NORTH ANDOVER,MA,18456144,42.6839894,-71.1127065,0.0,75,Valid
365eae93-6352-3d48-9a8d-dc9fa4b917be,WACHUSETT REHABILITATION AND NURSING CENTER LLC,GARDNER,MA,14402302,42.57236645,-71.97690789055164,0.0,3,Valid
352fd476-d328-3a61-9f9b-d2c2fbb2a233,LONGMEADOW OF TAUNTON,TAUNTON,MA,27802713,41.90442475,-71.07901221565147,0.0,2,Valid
2b84e56e-08b4-3078-b3ea-4d159208e065,HORIZONS HEALTH & WELLNESS LLC,BRIDGEWATER,MA,23242301,41.9718173,-71.00937893001648,0.0,291,Valid
05137a62-1a8f-34ff-8baf-a0c35c238ea0,BAYADA HOME HEALTH CARE   INC,HYANNIS,MA,26011950,41.6760275,-70.29727035,0.0,16,Valid
7b9a19b2-d900-3f93-a47b-4b88491fb57b,BANE BAY PATH LLC,DUXBURY,MA,23324647,42.03038965,-70.73959947632582,0.0,6,Valid
4ffa4412-1493-3beb-b8f0-6614dde953a4,SOUTHCOAST HOSPITAL GROUP  INC,WAREHAM,MA,25715011,41.745636,-70.658192,0.0,1430,Valid
ede4a423-6258-3ef5-b5ba-0fa6bb579563,COMMUNITY HEALTH CONNECTIONS,FITCHBURG,MA,14205478,42.5974358,-71.80761197366103,0.0,107,Valid
a14e698d-a9ba-3eae-9c8b-682ec726433d,LYNN URGENT CARE LLC,LYNN,MA,19052408,42.466763,-70.9494939,0.0,904,Valid
69eae27b-7445-3652-bd34-b535abe0b011,MANET COMMUNITY HEALTH CENTER  INC.,QUINCY,MA,21696003,42.2522274,-70.96584679278924,0.0,318,Valid
dd9914b0-9491-3330-a890-d34e95e497ea,CHILD & FAMILY SERVICES  INC.,NEW BEDFORD,MA,27406728,41.64280275,-70.92865004309593,0.0,225,Valid
d4b9a3f0-210d-3e46-a2c7-e099658ac543,NEWBRIDGE ON THE CHARLES SKILLED NURSING FACILITY,DEDHAM,MA,20264090,42.26640855,-71.19518435636284,0.0,24,Valid
7f26da64-69ab-3db4-b285-c48c9836a653,BEAR MT LOWELL LLC,LOWELL,MA,18524937,42.631409,-71.283668,0.0,7,Valid
4c1a8ea6-b690-3c28-a02e-ebd82190ee65,SOUTH COVE COMMUNITY HEALTH CENTER  INC,BOSTON,MA,21111415,42.3479909,-71.064924,0.0,70,Valid
a7147477-c4dd-3018-b921-2707d7e098ee,HANCOCK PARK REHABILITATION AND NURSING CENTER,QUINCY,MA,21695020,42.2450700886378,-71.00313070924581,0.0,5,Valid
5ba6765a-f335-36b0-9c6a-6bb494c5330d,URGENT CARE MEDICAL ASSOCIATES  LLC,WESTWOOD,MA,20902333,42.2139873,-71.2244987,0.0,289,Valid
b6eeaaf7-1683-3bcb-b6ee-81ce304636ef,MELROSEWAKEFIELD HEALTHCARE  INC,MELROSE,MA,21763225,42.4564323,-71.064182,0.0,1980,Valid
1c42af32-f17e-32ec-b007-4ff8e2de493e,GOOD SAMARITAN MEDICAL CENTER,STOUGHTON,MA,20723396,42.1004556,-71.0668392,0.0,217,Valid
ed5fc1f7-0ecb-3973-a5fc-89f80c6f5c9f,CORNERSTONE FAMILY PRACTICE,ROWLEY,MA,19692101,42.704962,-70.90837,0.0,68,Valid
12dc66ee-e2c7-3d5a-892e-157ff1d47f32,HENRY HEYWOOD MEMORIAL HOSPITAL,WINCHENDON,MA,14751820,42.68061,-72.060691,0.0,64,Valid
65eda534-1bdc-3192-8d02-1c3764447790,PERSONAL PHYSICIANS HEALTHCARE PC,CHESTNUT HILL,MA,24672115,42.3214927,-71.1711481,0.0,113,Valid
14932db8-e179-331d-98ad-dc1c352cb6d3,743 MAIN STREET OPERATOR LLC,MELROSE,MA,21762707,42.460108950000006,-71.06216841036309,0.0,1,Valid
d613e441-68e8-3502-8adb-3f770a1276bf,PALMER FAMILY SERVICES LLC,MILFORD,MA,17573007,42.13661855,-71.53474614336832,0.0,98,Valid
05abc3ba-9d27-385d-9d81-79f3ce77709b,CHRISTOPHER HOUSE  INC,WORCESTER,MA,16052884,42.27503365,-71.77776403320533,0.0,5,Valid
de29a374-221b-3cb4-8051-a02c1a35e5b7,FAMILY MEDICINE ASSOCIATES OF SOUTH ATTLEBORO  P.C.,SOUTH ATTLEBORO,MA,27036942,41.91289205,-71.36135809627689,0.0,455,Valid
b03b624d-c939-3688-986d-9555b8009a3b,HOLYOKE HEALTH CENTER INC,HOLYOKE,MA,10405144,42.207406,-72.608419,0.0,161,Valid
ff6d901b-6850-378b-87d0-97a8c499aa43,ADVANTAGE HEALTH & WELLNESS INC,NORWOOD,MA,20623411,42.18396765,-71.2037844209652,0.0,28,Valid
e856ee3e-f44b-3855-b70f-9546db2cf486,VNA CARE NETWORK  INC.,WORCESTER,MA,16081280,42.26805405,-71.79619091193425,0.0,24,Valid
ea153d0a-9ccc-3769-9a25-934b417071b7,NEW ENGLAND FAMILY HEALTH LLC,FRAMINGHAM,MA,17015354,42.3095704,-71.4413097,0.0,102,Valid
d3085315-9893-34c7-8889-3a31dc17c2b0,WALPOLE MEDICAL CENTER  PC,WALPOLE,MA,20811729,42.1325911,-71.2618886,0.0,162,Valid
ace1ac31-036a-38fd-b451-b3b87157c717,BOSTON HEALTH CARE FOR THE HOMELESS PROGRAM INC,BOSTON,MA,21303735,42.299067750000006,-71.10124351911541,0.0,89,Valid
cfdca72d-58a2-3bb6-9986-81a5be27f92f,CROSSWAY HOMECARE LLC,NORTH ANDOVER,MA,18453458,42.6839894,-71.1127065,0.0,29,Valid
469171e3-f6ec-3258-8e16-7038f6a439c0,COUNTRYSIDE HEALTH CARE OF MILFORD,MILFORD,MA,17571252,42.1413353,-71.5192019,0.0,11,Valid
6da1fb82-e214-3226-b32c-e93faf0c3764,BOSTON HOME HEALTH AIDES  LLC,LAWRENCE,MA,18401815,42.706184,-71.153288,0.0,5,Valid
18061fd5-fda8-3e2d-87f0-0f3c87211bcc,CAMBRIDGE PUBLIC HEALTH COMMISSION,SOMERVILLE,MA,21431408,42.3875968,-71.0994968,0.0,1342,Valid
1faab3d1-2ae5-3110-8e5f-c65b92ca906d,FAIRVIEW HOSPITAL,GREAT BARRINGTON,MA,12301713,42.19093125,-73.3715000043024,0.0,349,Valid
